Xref,Exhibition Week,Dist,Title,Director,Cast,Run Time,Rating,IMAX/3D,Genre,Locations at Opening,Pattern,Producer(s),Production Company,Synopsis,Release,Year of Release,Month of Release,Week of Release,Reported Gross,Competition,Wide Competition,Number of Expansions,Locations at Widest,Released During Covid?,Day & Date
74050,9/12/14,WB,Dolphin Tale 2,Charles Martin Smith,"Ashley Judd, Harry Connick Jr., Morgan Freeman",107,PG, ,"Drama, Family",3656,Wide,"Andrew Kosove, Broderick Johnson",Alcon Entertainment,"DOLPHIN TALE 2 continues the story of the brave dolphin Winter, whose miraculous rescue and recovery--thanks to a groundbreaking prosthetic tail--made her a symbol of hope and perseverance to people around the world and inspired the 2011 family hit movie DOLPHIN TALE. It has been several years since young Sawyer Nelson (Nathan Gamble) and the dedicated team at the Clearwater Marine Hospital, headed by Dr. Clay Haskett (Harry Connick, Jr.), rescued Winter. With the help of Dr. Cameron McCarthy (Morgan Freeman), who developed a unique prosthetic tail for the injured dolphin, they were able to save her life. Yet their fight is not over. Winter's surrogate mother, the very elderly dolphin Panama, has passed away, leaving Winter without the only poolmate she has ever known. However, the loss of Panama may have even greater repercussions for Winter, who, according to USDA regulations, cannot be housed alone, as dolphins' social behavior requires them to be paired with other dolphins. Time is running out to find a companion for her before the team at Clearwater loses their beloved Winter to another aquarium.",9/12/14,2014,9,37,42024533,2,0,0,3656,0,0
75137,9/19/14,FOX,"Maze Runner, The",Wes Ball,"Dylan O'Brien, Thomas Brodie-Sangster",113,PG13,IMAX,"Action, Science Fiction",3604,Wide,"Ellen Goldsmith-Vein, Lee Stollman, Lindsay Williams","Gotham/Principal, Temple Hill Entertainment","Based on the best-selling young adult thriller, THE MAZE RUNNER is set in a post-apocalyptic world, where Thomas is deposited in a community of young men after his memory is erased.  After learning  they're all trapped in a maze, Thomas joins forces with fellow 'runners' to not only escape the maze, but solve its riddle and reveal the chilling secret of who brought them there, and why.",9/19/14,2014,9,38,102427862,3,0,0,3604,0,0
94352,9/19/14,WB,This Is Where I Leave You,Shawn Levy,"Adam Driver, Jason Bateman, Tina Fey",103,R, ,"Comedy, Drama",2868,Wide,"Jeff Levine, Paula Weinstein","21 Laps Entertainment, Spring Creek Pictures","When their father passes away, four grown siblings, bruised and banged up by their respective adult lives, are forced to return to their childhood home and live under the same roof together for a week, along with their over-sharing mother and an assortment of spouses, exes and might-have-beens. Confronting their history and the frayed states of their relationships among the people who know and love them best, they ultimately reconnect in hysterical and emotionally affecting ways amid the chaos, humor, heartache and redemption that only families can provide-driving us insane even as they remind us of our truest, and often best, selves.",9/19/14,2014,9,38,34296320,3,0,0,2868,0,0
96126,9/19/14,UNI,"Walk Among The Tombstones, A",Scott Frank,"Dan Stevens, Liam Neeson",114,R, ,"Action, Drama",2712,Wide,"Brian Oliver, Danny DeVito, Michael Shamberg, Scott Frank, Stacey Sher","Cross Creek Pictures, Exclusive Media Group, Jersey Films","Based on Lawrence Block's bestselling series of mystery novels, A WALK AMONG THE TOMBSTONES stars Liam Neeson as Matt Scudder, an ex-NYPD cop who now works as an unlicensed private investigator operating just outside the law.  When Scudder reluctantly agrees to help a heroin trafficker (Dan Stevens) hunt down the men who kidnapped and then brutally murdered his wife, the PI learns that this is not the first time these men have committed this sort of twisted crime...nor will it be the last.  Blurring the lines between right and wrong, Scudder races to track the deviants through the backstreets of New York City before they kill again.  Written and directed by Scott Frank (THE LOOKOUT), A WALK AMONG THE TOMBSTONES is produced by Jersey Films' Danny DeVito, Double Feature Films' Michael Shamberg and Stacey Sher, Cross Creek Pictures' Brian Oliver and Exclusive Media's Tobin Armbrust.  Universal will distribute the film in North America.",9/19/14,2014,9,38,26017685,3,0,0,2712,0,0
70938,9/26/14,SNY,"Equalizer, The",Antoine Fuqua,"Chloë Grace Moretz, Denzel Washington, Melissa Leo",132,R,IMAX,"Action, Suspense",3236,Wide,"Alex Siskin, Jason Blumenthal, Mace Neufeld, Michael Slap Sloane, Todd Black, Tony Eldridge","Columbia Pictures, Escape Artists, Lonetree Entertainment, Mace Neufeld Productions, Zhiv Productions","In The Equalizer, Denzel Washington plays McCall, a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when McCall meets Teri (Chloe Grace Moretz), a young girl under the control of ultra-violent Russian gangsters, he can't stand idly by -- he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help.  He is The Equalizer.",9/26/14,2014,9,39,100950099,2,1,0,3236,0,0
70983,9/26/14,WB,Gone With The Wind (1939) (re),Victor Fleming,"Clark Gable, Olivia de Havilland, Vivien Leigh", ,NR, ,"Drama, Romance", , ,David O. Selznick,"Metro-Goldwyn-Mayer (MGM), Selznick International Pictures","Scarlett is a woman who can deal with a nation at war, Atlanta burning, the Union Army carrying off everything from her beloved Tara, the carpetbaggers who arrive after the war. Scarlett is beautiful. She has vitality. But Ashley, the man she has wanted for so long, is going to marry his placid cousin, Melanie. Mammy warns Scarlett to behave herself at the party at Twelve Oaks. There is a new man there that day, the day the Civil War begins. Rhett Butler. Scarlett does not know he is in the room when she pleads with Ashley to choose her instead of Melanie.",9/28/14,2014,9,40,1779423,2,0,0,0,0,0
74906,10/3/14,FOX,Gone Girl (2014),David Fincher,"Ben Affleck, Neil Patrick Harris, Rosamund Pike",145,R, ,"Suspense,",3014,Wide,"Arnon Milchan, Ceán Chaffin, Josh Donen, Leslie Dixon, Reese Witherspoon",Pacific Standard,"GONE GIRL -- directed by David Fincher and based upon the global bestseller by Gillian Flynn -- unearths the secrets at the heart of a modern marriage. On the occasion of his fifth wedding anniversary, Nick Dunne (Ben Affleck) reports that his beautiful wife, Amy (Rosamund Pike), has gone missing. Under pressure from the police and a growing media frenzy, Nick's portrait of a blissful union begins to crumble. Soon his lies, deceits and strange behavior have everyone asking the same dark question: Did Nick Dunne kill his wife?",10/3/14,2014,10,40,167767189,3,1,0,3014,0,0
93192,10/3/14,WB,Annabelle,John R. Leonetti,"Alfre Woodard, Annabelle Wallis, Ward Horton",99,R, ,"Horror, Suspense",3185,Wide,"James Wan, Peter Safran",The Safran Company,"She terrified you in THE CONJURING, but this is where it all began for ANNABELLE.  Capable of unspeakable evil, the actual doll exists locked up in an occult museum in Connecticut--visited only by a priest who blesses her twice a month.  New Line Cinema's supernatural thriller ANNABELLE begins before the evil was unleashed.  John Form has found the perfect gift for his expectant wife, Mia--a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long.   On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now...Annabelle.",10/3/14,2014,10,40,84601537,3,2,0,3185,0,0
78949,10/3/14,WB,"Good Lie, The",Philippe Falardeau,"Reese Witherspoon,Arnold Oceng",110,PG13, ,"Drama,",461,Limited,"Brian Grazer, Karen Kehela-Sherwood, Molly Smith, Ron Howard, Thad Luckinbill, Trent Luckinbill","Black Label Media, Imagine Entertainment, Reliance Big Entertainment","They were known simply as 'The Lost Boys. 'Orphaned by the brutal Civil war in Sudan that began in 1983, these young victims traveled as many as a thousand miles on foot in search of safety.  Fifteen years later, a humanitarian effort would bring 3600 lost boys and girls to America. In 'The Good Lie,' Philippe Falardeau, (writer and director of the Oscar- nominated Foreign Language film 'Monsieur Lazhar') brings the story of their survival and triumph to life.   Academy Award winner Reese Witherspoon ('Walk the Line') stars alongside Sudanese actors Arnold Oceng, Ger Duany, Emmanuel Jal, and newcomer Nyakuoth Weil, many of whom were also children of war.",10/3/14,2014,10,40,2722209,3,0,0,461,0,0
74019,10/10/14,DIS,"Alexander And The Terrible, Horrible, No",Miguel Arteta,"Ed Oxenbould, Jennifer Garner, Steve Carell",81,PG, ,"Comedy, Family",3088,Wide,"Jordan Yale Levine, Lisa Henson, Shawn Levy","21 Laps Entertainment, Jim Henson Productions","Disney's 'Alexander and the Terrible, Horrible, No Good, Very Bad Day' follows the exploits of 11-year-old Alexander (Ed Oxenbould) as he experiences the most terrible and horrible day of his young life - a day that begins with gum stuck in his hair, followed by one calamity after another. But when Alexander tells his upbeat family about the misadventures of his disastrous day, he finds little sympathy and begins to wonder if bad things only happen to him. He soon learns he is not alone when his mom (Jennifer Garner), dad (Steve Carell), brother (Dylan Minnette), and sister (Kerris Dorsey) all find themselves living through their own terrible, horrible, no good, very bad day. Anyone who says there is no such thing as a bad day just hasn't had one.",10/10/14,2014,10,41,66931030,4,0,0,3088,0,0
75445,10/10/14,UNI,Dracula Untold,Gary Shore,"Dominic Cooper, Luke Evans, Sarah Gadon",92,PG13,IMAX,"Action, Drama",2887,Wide,Michael De Luca,"DENTSU Music And Entertainment, Michael De Luca Productions","Luke Evans (FAST & FURIOUS 6, IMMORTALS) stars in DRACULA UNTOLD, the origin story of the man who became Dracula.  Gary Shore directs and Michael De Luca produces the epic action-adventure that co-stars Sarah Gadon, Dominic Cooper, Diarmaid Murtagh and Samantha Barks.",10/10/14,2014,10,41,55991880,4,2,0,2887,0,0
74402,10/10/14,WB,"Judge, The",David Dobkin,"Robert Downey  Jr.,Balthazar Getty",142,R, ,"Drama,",3003,Wide,"David Dobkin, David Gambino, Susan Downey","Big Kid Pictures, Team Downey","A big-city lawyer returns home after the death of his mother, only to learn that his estranged father, the town's judge, is suspected of murder. He sets out to discover the truth and along the way reconnects with the family he walked away from years before.",10/10/14,2014,10,41,47119388,4,1,0,3003,0,0
74606,10/10/14,LGF,Addicted,Bille Woodruff,"Boris Kodjoe, Sharon Leal",105,R, ,"Drama,",846,Wide,Paul Hall, ,"From Lionsgate and Codeblack Films, based on the best-selling novel by Zane.  ADDICTED is a sexy and provocative thriller about desire and the dangers of indiscretion.  Successful business woman Zoe Reynard (Sharon Leal) appears to have attained it all -- the dream husband she loves (Boris Kodjoe), two wonderful children and a flourishing career. As perfect as everything appears from the outside, Zoe is still drawn to temptations she cannot escape or resist.   As she pursues a secretive life, Zoe finds herself risking it all when she heads down a perilous path she may not survive.",10/10/14,2014,10,41,17390770,4,0,0,846,0,0
79079,10/17/14,SNY,Fury,David Ayer,"Brad Pitt, Logan Lerman, Shia LaBeouf",135,R,IMAX,"Action, Drama",3173,Wide,"Bill Block, Ethan Smith, John Lesher","Columbia Pictures, LStar Capital, QED International","April, 1945. As the Allies make their final push in the European Theatre, a battle-hardened army sergeant named Wardaddy (Brad Pitt) commands a Sherman tank and her five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, and with a rookie soldier thrust into their platoon, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",10/17/14,2014,10,42,85816906,2,1,0,3173,0,0
71616,10/17/14,FOX,"Book Of Life, The",Jorge Gutierrez,"Channing Tatum, Diego Luna, Zoe Saldana",95,PG,3D,"Animation, Adventure",3071,Wide,"Aaron D. Berger, Brad Booker, Carina Schulze, Guillermo del Toro","Chatrone, Reel FX Creative Studios","From producer Guillermo del Toro and director Jorge Gutierrez comes an animated comedy with a unique visual style. THE BOOK OF LIFE is the journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart.  Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears. Rich with a fresh take on pop music favorites, THE BOOK OF LIFE encourages us to celebrate the past while looking forward to the future.",10/17/14,2014,10,42,50151543,2,1,0,3071,0,0
65657,10/24/14,UNI,Ouija,Stiles White,"Ana Coto, Bianca Santos, Olivia Cooke",89,PG13, ,"Horror, Suspense",2858,Wide,"Andrew Form, Bennett Schneir, Brad Fuller, Brian Goldner, Jason Blum, Michael Bay","Blumhouse Productions, DENTSU Music And Entertainment, Hasbro, Platinum Dunes","In OUIJA, a group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.  Stiles White directs the supernatural thriller that is produced by Platinum Dunes partners Michael Bay, Brad Fuller and Andrew Form (THE PURGE, THE TEXAS CHAINSAW MASSACRE, FRIDAY THE 13TH) alongside Blumhouse Productions' Jason Blum (PARANORMAL ACTIVITY and INSIDIOUS series, THE PURGE), Bennett Schneir (BATTLESHIP) and Hasbro.  Juliet Snowden and Stiles White wrote the script for OUIJA, and Universal will distribute the film worldwide.",10/24/14,2014,10,43,50856010,2,0,0,2858,0,0
